yachin,type,size,hougaku,years,loft,kouzo,all_floor,target_floor,access_minutes,land_price,dummy_ivc,prefecture
6.1,1K,34.8,-,2,0,鉄筋コン,4,1,11,251000,0,神奈川県
6.1,1K,34.8,南東,2,0,鉄筋コン,4,1,11,251000,0,神奈川県
5.9,1K,32.73,南,2,0,鉄筋コン,4,3,10,141000,0,神奈川県
6.2,1K,29.61,南,2,0,鉄筋コン,4,3,10,141000,0,神奈川県
6.1,1K,31.57,南,2,0,木造,2,1,10,173000,0,神奈川県
6.1,1K,31.24,-,3,0,木造,2,1,8,162000,0,神奈川県
6.1,1LDK,30.8,南,0,0,軽量鉄骨,2,1,13,123000,0,神奈川県
6.1,1LDK,30.32,東,0,0,鉄骨,2,1,13,123000,0,神奈川県
6.7,1K,29.53,南西,0,0,鉄骨,3,2,9,286000,0,埼玉県
6.4,1LDK,30.32,東,0,0,鉄骨,2,2,13,123000,0,神奈川県
6.1,1LDK,30.09,南,0,0,軽量鉄骨,2,1,13,123000,0,神奈川県
6.1,1LDK,30.09,南東,0,0,軽量鉄骨,2,1,13,123000,0,神奈川県
6.4,1LDK,31.67,南東,0,0,軽量鉄骨,2,2,13,123000,0,神奈川県
6.1,ワンルーム,29.81,東,2,1,木造,2,2,16,106000,0,神奈川県
6.4,1DK,28.56,-,3,0,木造,2,1,6,210000,0,神奈川県
7.8,1LDK,42.74,-,3,0,軽量鉄骨,2,1,15,170000,0,神奈川県
6.1,1K,27.18,南,2,0,鉄骨,2,1,12,147000,0,神奈川県
6,1K,26.91,南東,3,0,鉄筋コン,4,2,4,164000,0,神奈川県
6.1,1K,26.91,南東,3,0,鉄筋コン,4,3,4,164000,0,神奈川県
6.1,1K,26.76,南,2,0,軽量鉄骨,3,1,23,273000,0,神奈川県
6.3,1K,24.57,南,2,0,木造,2,2,2,258000,0,神奈川県
6.3,1K,24.5,南,2,0,木造,2,2,2,258000,0,神奈川県
6.2,1K,24.29,南東,2,0,木造,3,3,9,200000,0,神奈川県
6.1,1K,23.86,北,3,0,木造,2,1,11,268000,0,神奈川県
6.2,ワンルーム,23.18,南,0,0,木造,2,1,9,289000,0,神奈川県
6.5,ワンルーム,22.35,南,0,0,木造,2,1,9,289000,0,神奈川県
6.4,1K,22.65,東,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
6.7,1K,27.84,南,1,0,鉄筋コン,4,2,5,246000,0,埼玉県
6.35,1K,29.44,南東,0,0,軽量鉄骨,3,1,5,170000,0,千葉県
6.8,1K,26.1,東,3,0,鉄骨,2,1,3,187000,0,埼玉県
6.4,1K,22.65,東,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
6.5,1K,25.3,東,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
6.6,1K,24.3,東,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
6.6,1K,34.88,北東,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
6.2,1K,22.36,南西,3,0,鉄骨,3,3,7,194000,0,神奈川県
6.2,1K,21.1,南東,3,0,木造,2,1,10,208000,0,神奈川県
6.1,1K,20.29,-,1,0,木造,3,1,9,271000,0,神奈川県
6.1,1K,20.29,南東,0,0,木造,3,3,12,271000,0,神奈川県
6.25,1K,19.49,-,1,0,木造,3,1,9,271000,0,神奈川県
6.3,1K,20.29,-,1,0,木造,3,1,9,271000,0,神奈川県
6.4,1K,20.29,-,1,0,木造,3,3,9,271000,0,神奈川県
6.45,1K,19.49,-,1,0,木造,3,2,9,271000,0,神奈川県
6.5,1K,20.29,-,1,0,木造,3,2,9,271000,0,神奈川県
6.55,1K,19.49,-,1,0,木造,3,3,9,271000,0,神奈川県
6.6,1K,20.29,-,1,0,木造,3,3,9,271000,0,神奈川県
6.7,1K,25.3,南西,0,0,軽量鉄骨,2,2,20,238000,0,神奈川県
10.2,1LDK,43.71,南,0,0,軽量鉄骨,2,2,10,270000,0,神奈川県
6.45,1K,20.11,-,2,0,木造,2,2,16,180000,0,神奈川県
6.1,1K,19.62,-,2,0,木造,3,3,6,186000,0,神奈川県
6.3,1K,18.29,南,0,1,木造,2,2,13,232000,0,神奈川県
6.3,1K,18.29,南東,1,0,木造,2,2,14,232000,0,神奈川県
6.2,ワンルーム,17.98,南,2,0,木造,3,1,10,237000,0,神奈川県
6.3,ワンルーム,17.98,南,2,0,木造,3,1,10,237000,0,神奈川県
6.1,ワンルーム,17.08,南西,0,1,木造,2,1,5,303000,0,神奈川県
6.3,1K,16.73,西,2,0,木造,2,2,12,407000,0,神奈川県
6.1,1K,16.7,西,2,1,木造,2,2,11,232000,0,神奈川県
6.1,1K,16.7,西,2,1,木造,2,2,11,232000,0,神奈川県
6.3,ワンルーム,16.56,北東,0,0,木造,2,1,9,235000,0,神奈川県
6.4,ワンルーム,16.56,北東,0,0,木造,2,2,9,235000,0,神奈川県
6.5,ワンルーム,16.56,北東,0,0,木造,2,2,9,235000,0,神奈川県
6.2,ワンルーム,16.56,南,0,0,木造,2,1,11,306000,0,神奈川県
6.3,ワンルーム,16.68,南,0,0,木造,2,1,11,306000,0,神奈川県
6.3,ワンルーム,16.56,南,0,0,木造,2,1,11,306000,0,神奈川県
6.7,1K,23.99,西,0,0,鉄骨,3,1,15,323000,0,埼玉県
7.2,1K,23.11,西,0,0,鉄骨,3,2,15,323000,0,埼玉県
6.5,ワンルーム,16.56,南,0,0,木造,2,2,11,306000,0,神奈川県
5.9,ワンルーム,16.52,-,2,1,木造,2,2,9,411000,0,神奈川県
6.1,1K,16.43,東,2,1,木造,2,2,11,232000,0,神奈川県
6,ワンルーム,14.82,南西,0,1,木造,2,2,5,361000,0,神奈川県
6,ワンルーム,12.86,南西,0,1,木造,2,2,5,361000,0,神奈川県
6,ワンルーム,14.28,-,0,1,木造,2,2,5,361000,0,神奈川県
6,ワンルーム,10.96,南,1,0,木造,2,2,15,361000,0,神奈川県
6.05,ワンルーム,13.64,北東,1,0,木造,2,1,30,358000,0,神奈川県
6.05,ワンルーム,13.02,東,2,1,木造,2,1,3,358000,0,神奈川県
6,ワンルーム,12.86,南西,1,1,木造,2,2,5,361000,0,神奈川県
6.1,ワンルーム,12.49,東,0,0,木造,2,2,3,210000,0,神奈川県
6.05,ワンルーム,12.32,-,1,1,木造,2,2,5,313000,0,神奈川県
6.2,1LDK,50.09,南,0,0,木造,2,1,2,52000,0,神奈川県
6.4,1LDK,50.09,南,0,0,木造,2,1,2,52000,0,神奈川県
6.2,1LDK,45.82,南東,0,0,木造,2,1,9,92100,0,神奈川県
6.5,1LDK,46.06,南,3,0,木造,2,1,10,61700,0,千葉県
7.5,1K,22.35,南西,0,0,鉄骨,3,3,7,583000,0,埼玉県
6.1,1LDK,42.5,東,0,0,軽量鉄骨,2,1,7,89500,0,神奈川県
6.1,1DK,38,南西,2,0,鉄骨,3,1,1,103000,0,神奈川県
6.4,1LDK,37.38,南西,0,0,木造,2,1,15,190000,0,神奈川県
7,1LDK,43.32,南西,0,0,木造,2,2,15,190000,0,神奈川県
7.2,1LDK,43.32,南西,0,0,木造,2,2,15,190000,0,神奈川県
6.2,1LDK,37.38,南西,0,0,木造,2,1,14,190000,0,神奈川県
6.4,1LDK,37.38,南西,0,0,木造,2,1,14,190000,0,神奈川県
7,1LDK,43.32,南西,0,0,木造,2,2,14,190000,0,神奈川県
7.2,1LDK,43.32,南西,0,0,木造,2,2,14,190000,0,神奈川県
6.1,1K,29.59,南,0,0,鉄筋コン,4,1,9,210000,0,神奈川県
6.3,1K,31.99,南,0,0,鉄筋コン,4,1,9,210000,0,神奈川県
6.3,1K,27.84,南,0,0,鉄筋コン,4,2,9,210000,0,神奈川県
6.4,1K,27.84,南,0,0,鉄筋コン,4,3,9,210000,0,神奈川県
6.4,1K,27.84,南,0,0,鉄筋コン,4,4,9,210000,0,神奈川県
6.5,1K,30.24,南,0,0,鉄筋コン,4,2,9,210000,0,神奈川県
6.6,1K,30.24,南,0,0,鉄筋コン,4,4,9,210000,0,神奈川県
6.8,1K,33.95,南,0,0,鉄筋コン,4,2,9,210000,0,神奈川県
6.6,1K,35.7,南,0,0,鉄筋コン,4,1,9,210000,0,神奈川県
6.7,ワンルーム,21.8,-,2,1,木造,2,1,5,130000,0,埼玉県
6.9,1K,33.95,南,0,0,鉄筋コン,4,3,9,210000,0,神奈川県
6.9,1K,33.95,南,0,0,鉄筋コン,4,4,9,210000,0,神奈川県
6.15,1K,25.17,南東,0,0,木造,2,1,30,174000,0,神奈川県
6.25,1K,26.55,南東,0,0,木造,2,1,30,174000,0,神奈川県
6.25,1K,25.17,南東,0,0,木造,2,1,30,174000,0,神奈川県
6.45,1K,26.55,南東,0,0,木造,2,2,30,174000,0,神奈川県
6.2,1K,21.89,南東,0,0,木造,3,1,6,260000,0,神奈川県
6.4,1K,21.89,南東,0,0,木造,3,3,6,260000,0,神奈川県
6.4,1K,21.89,南東,0,0,木造,3,2,6,260000,0,神奈川県
6.65,1K,21.89,南東,0,0,木造,3,3,6,260000,0,神奈川県
6.15,1K,20.38,南西,2,0,木造,2,1,15,194000,0,神奈川県
6.15,1K,20.38,-,2,0,木造,2,2,21,182000,0,神奈川県
6.15,1K,20.38,南,2,0,木造,2,2,21,182000,0,神奈川県
5.95,ワンルーム,15.54,南,0,0,木造,2,1,6,263000,0,神奈川県
5.95,ワンルーム,15.52,南,0,0,木造,2,1,6,263000,0,神奈川県
5.95,ワンルーム,15.36,南,0,0,木造,2,1,6,263000,0,神奈川県
5.95,1K,15.36,南,0,0,木造,2,1,6,263000,0,神奈川県
10.1,1LDK,39.16,南西,0,0,鉄筋コン,6,1,7,283000,0,神奈川県
6.05,ワンルーム,15.54,南,0,0,木造,2,2,6,263000,0,神奈川県
6.05,ワンルーム,15.52,南,0,0,木造,2,2,6,263000,0,神奈川県
6.2,1K,15.36,南,0,0,木造,2,2,6,263000,0,神奈川県
6.1,ワンルーム,15.64,南,0,0,木造,2,1,6,263000,0,神奈川県
6.1,ワンルーム,15.32,西,0,0,木造,2,1,6,263000,0,神奈川県
6.25,ワンルーム,15.32,西,0,0,木造,2,2,6,263000,0,神奈川県
6.05,ワンルーム,15.36,南,0,1,木造,2,2,6,263000,0,神奈川県
6.25,ワンルーム,15.64,南,0,1,木造,2,2,6,263000,0,神奈川県
6.1,ワンルーム,14.16,南東,3,1,木造,2,2,7,260000,0,神奈川県
6.1,ワンルーム,14.06,-,1,1,木造,2,1,2,258000,0,神奈川県
6.1,ワンルーム,13.71,-,0,1,木造,2,2,9,271000,0,神奈川県
6.1,ワンルーム,13.51,南西,0,0,木造,2,2,35,273000,0,神奈川県
6.1,ワンルーム,13.04,南西,0,0,木造,2,2,35,273000,0,神奈川県
6.1,ワンルーム,13.51,-,1,1,木造,2,2,20,273000,0,神奈川県
6.1,ワンルーム,12.49,南西,1,1,木造,2,2,15,230000,0,神奈川県
6.1,1LDK,43.9,南東,3,0,木造,2,1,4,98000,0,神奈川県
6.5,ワンルーム,20.12,南,0,0,鉄骨,4,4,5,405000,0,埼玉県
6.4,1LDK,47.75,南西,0,0,木造,2,1,6,109000,0,神奈川県
6.2,1LDK,46.06,南,0,0,木造,2,1,2,136000,0,神奈川県
6.3,1LDK,45.97,南,2,0,木造,2,2,14,110000,0,神奈川県
6.2,1LDK,43.94,南,2,0,軽量鉄骨,2,1,3,105000,0,神奈川県
6.2,1LDK,43.8,南東,3,0,木造,2,2,6,85000,0,神奈川県
6.2,1LDK,42.47,南西,3,0,木造,2,2,15,106000,0,神奈川県
6.3,1LDK,42.47,南西,3,0,木造,2,2,15,106000,0,神奈川県
6.5,1LDK,42.47,南西,3,0,木造,2,2,15,106000,0,神奈川県
6.2,1LDK,35.72,南,0,0,木造,2,1,5,204000,0,神奈川県
6.3,1LDK,35.72,南,0,0,木造,2,1,5,204000,0,神奈川県
6.8,1LDK,40.61,南,0,1,木造,2,2,5,204000,0,神奈川県
6.9,1LDK,40.61,南,0,1,木造,2,2,5,204000,0,神奈川県
7,1LDK,42.55,南,0,1,木造,2,2,5,204000,0,神奈川県
6.2,1LDK,40.61,南,0,1,木造,2,1,5,204000,0,神奈川県
7,1LDK,40.61,南,0,1,木造,2,2,5,204000,0,神奈川県
6.2,1LDK,37.38,南東,0,0,木造,2,1,21,161000,0,神奈川県
6.4,1LDK,37.38,南東,0,0,木造,2,1,21,161000,0,神奈川県
6.7,1LDK,43.32,南東,0,0,木造,2,2,21,161000,0,神奈川県
6.9,1LDK,43.32,南東,0,0,木造,2,2,21,161000,0,神奈川県
6.8,ワンルーム,35.32,南,0,0,軽量鉄骨,3,2,8,111000,0,埼玉県
7.4,1LDK,49.58,南,0,0,木造,2,2,18,132000,0,神奈川県
6.2,1LDK,35.87,南東,2,0,軽量鉄骨,2,2,14,115000,0,神奈川県
6.2,1LDK,35.72,-,0,0,木造,1,1,8,204000,0,神奈川県
6.2,1K,35.62,南東,2,0,木造,2,2,9,227000,0,神奈川県
6.2,1K,33.23,-,1,0,鉄筋コン,4,1,3,166000,0,神奈川県
6.1,1K,32.12,南東,0,0,鉄骨,3,1,5,237000,0,神奈川県
6.3,1K,32.12,南東,0,0,鉄骨,3,2,5,237000,0,神奈川県
6.5,1DK,35.62,南東,0,0,鉄骨,3,1,5,237000,0,神奈川県
6.5,1K,32.12,南東,0,0,鉄骨,3,2,5,237000,0,神奈川県
6.7,1DK,35.62,南東,0,0,鉄骨,3,2,5,237000,0,神奈川県
6.9,1DK,35.62,南東,0,0,鉄骨,3,3,5,237000,0,神奈川県
6.3,1DK,31.67,南,3,0,木造,2,1,24,177000,0,神奈川県
5.8,1K,31.5,北西,0,0,鉄筋コン,10,2,4,158000,0,神奈川県
9.8,1SLDK,58.12,南西,0,0,鉄筋コン,10,10,4,158000,0,神奈川県
6.1,1DK,31.24,南,2,0,軽量鉄骨,2,1,5,589000,0,神奈川県
6.2,1K,30.96,南,2,0,鉄筋コン,4,3,9,52000,0,神奈川県
6.5,1K,30.96,南,0,0,鉄筋コン,3,1,6,240000,0,神奈川県
6.2,1DK,30.9,-,0,0,軽量鉄骨,2,1,15,248000,0,神奈川県
11.1,1LDK,48,南西,0,0,軽量鉄骨,2,2,5,270000,0,神奈川県
7.7,1LDK,38.03,南,0,0,軽量鉄骨,2,2,15,248000,0,神奈川県
6.2,1K,30.11,南,0,0,木造,2,1,4,140000,0,神奈川県
6.5,1K,30.11,-,0,0,木造,2,1,4,140000,0,神奈川県
6.55,1K,30.11,南,0,0,木造,2,1,5,140000,0,神奈川県
6.85,1K,30.11,-,0,0,木造,2,1,47,140000,0,神奈川県
6.95,1K,37.88,-,0,0,木造,2,2,47,140000,0,神奈川県
6.95,1SK,37.88,南,0,0,木造,2,2,5,140000,0,神奈川県
7.15,1K,37.88,-,0,0,木造,2,2,47,140000,0,神奈川県
6.2,1K,30,東,0,0,木造,2,1,16,181000,0,神奈川県
7.7,1LDK,40,東,0,0,木造,2,2,11,181000,0,神奈川県
6.3,ワンルーム,28.72,南,1,0,木造,2,1,4,212000,0,神奈川県
6.3,ワンルーム,20.14,南,0,1,木造,2,1,4,212000,0,神奈川県
6.5,ワンルーム,20.6,南,0,1,木造,2,2,4,212000,0,神奈川県
6.5,ワンルーム,20.14,南,0,1,木造,2,2,4,212000,0,神奈川県
6.2,1K,27.91,南,3,0,鉄筋コン,5,2,13,131000,0,神奈川県
6.2,ワンルーム,27.32,-,0,0,木造,2,1,5,165000,0,神奈川県
6.4,ワンルーム,27.32,-,0,0,木造,2,2,5,165000,0,神奈川県
7.7,1LDK,36.02,-,0,0,木造,2,1,5,165000,0,神奈川県
10.5,1LDK,45.55,-,2,0,鉄骨,3,2,6,288000,0,神奈川県
6.5,1K,26.97,-,0,0,気泡コン,3,2,5,225000,0,神奈川県
6.6,1K,29.97,-,0,0,気泡コン,3,2,5,225000,0,神奈川県
6.6,1K,26.97,-,0,0,気泡コン,3,2,5,225000,0,神奈川県
6.7,1K,25.89,南西,0,0,気泡コン,3,2,5,225000,0,神奈川県
6.8,1K,29.97,-,0,0,気泡コン,3,3,5,225000,0,神奈川県
6.8,1K,26.97,南西,0,0,気泡コン,3,2,5,225000,0,神奈川県
6,1K,26.49,南,1,0,木造,2,2,23,251000,0,神奈川県
6.2,1K,26.14,-,3,0,鉄骨,3,1,4,163000,0,神奈川県
6.4,1K,26.14,-,3,0,鉄骨,3,3,4,163000,0,神奈川県
6.1,1K,26.08,南,0,0,鉄骨,3,1,4,589000,0,神奈川県
6.2,1K,26.08,南,0,0,鉄骨,3,1,4,589000,0,神奈川県
6.3,1K,26.08,南,0,0,鉄骨,3,2,4,589000,0,神奈川県
6.3,1K,26.08,西,0,0,鉄骨,3,1,4,589000,0,神奈川県
6.4,1K,26.08,南,0,0,鉄骨,3,2,4,589000,0,神奈川県
6.5,1K,26.08,南,0,0,鉄骨,3,3,4,589000,0,神奈川県
6.5,1K,26.08,西,0,0,鉄骨,3,2,4,589000,0,神奈川県
6.6,1K,26.08,西,0,0,鉄骨,3,3,4,589000,0,神奈川県
6.1,1K,26.08,南東,2,0,軽量鉄骨,3,1,9,173000,0,神奈川県
10.3,1LDK,45.54,南東,3,0,軽量鉄骨,3,2,5,260000,0,神奈川県
6.2,1K,26.08,南,0,0,木造,2,1,11,186000,0,神奈川県
6.3,1K,26.08,南,0,0,木造,2,2,11,186000,0,神奈川県
6.4,1K,26.08,南,0,0,木造,2,2,11,186000,0,神奈川県
6.1,1K,26.08,南,0,0,鉄骨,3,1,7,189000,0,神奈川県
6.2,1K,26.08,南,0,0,鉄骨,3,1,7,189000,0,神奈川県
6.3,1K,26.08,南,0,0,鉄骨,3,2,7,189000,0,神奈川県
6.3,1K,26.08,南,0,0,鉄骨,3,3,7,189000,0,神奈川県
6.4,1K,26.08,南,0,0,鉄骨,3,3,7,189000,0,神奈川県
6.4,1K,26.08,南,0,0,鉄骨,3,2,7,189000,0,神奈川県
6.1,1K,26.08,南東,1,0,軽量鉄骨,3,1,9,173000,0,神奈川県
6.2,1K,25.87,南,0,0,鉄骨,2,1,10,210000,0,神奈川県
6.5,1K,25.5,西,0,0,鉄骨,3,2,1,175000,0,神奈川県
6.7,1K,25.56,東,0,0,鉄骨,3,3,1,175000,0,神奈川県
6.7,1K,25.5,西,0,0,鉄骨,3,3,1,175000,0,神奈川県
6.2,1K,25.21,-,2,1,木造,2,1,10,205000,0,神奈川県
6.2,1K,25.21,南,2,1,木造,2,2,10,205000,0,神奈川県
6.4,ワンルーム,24.24,-,0,0,木造,2,1,4,205000,0,神奈川県
6.4,ワンルーム,18.62,南,0,0,木造,2,1,4,205000,0,神奈川県
10.5,1LDK,45,東,3,0,木造,2,2,5,430000,0,神奈川県
6.3,1K,23.36,南,2,0,木造,2,1,9,283000,0,神奈川県
6.2,1K,23.34,南,3,1,木造,2,1,10,181000,0,神奈川県
6.2,1SK,23.19,南,2,1,木造,2,2,10,181000,0,神奈川県
6.5,1SK,23.19,南,2,1,木造,2,2,10,181000,0,神奈川県
6.3,1K,22.8,南,2,0,木造,2,1,18,202000,0,神奈川県
6.2,ワンルーム,22.77,-,3,0,木造,2,1,17,313000,0,神奈川県
6.1,1K,22.35,西,3,0,木造,2,2,13,198000,0,神奈川県
6.3,1K,22.35,西,3,0,木造,2,1,13,198000,0,神奈川県
6.2,1K,22.2,-,0,0,木造,2,1,15,200000,0,神奈川県
6.2,1K,22.06,南東,3,1,木造,2,2,8,185000,0,神奈川県
6.5,1K,22.06,南東,3,1,木造,2,2,8,185000,0,神奈川県
6.5,1K,22.01,南東,3,1,木造,2,2,8,185000,0,神奈川県
6.2,1K,21.73,東,3,1,木造,2,2,8,177000,0,神奈川県
6.3,1K,21.39,南西,1,0,軽量鉄骨,2,1,9,250000,0,神奈川県
6.2,1K,21.24,西,2,0,木造,2,1,14,177000,0,神奈川県
6.65,1K,21.24,-,2,0,木造,2,1,14,177000,0,神奈川県
6.2,1K,20.75,北東,0,0,木造,3,1,4,230000,0,神奈川県
6,ワンルーム,20.25,北西,2,0,鉄骨,5,3,4,301000,0,神奈川県
10.6,1LDK,41.5,南,2,0,鉄筋コン,3,3,2,250000,0,神奈川県
6.5,1K,20.14,南,0,1,木造,2,2,4,212000,0,神奈川県
6.3,ワンルーム,20.12,南,0,0,木造,2,1,11,306000,0,神奈川県
6.4,ワンルーム,21.33,南,0,0,木造,2,1,11,306000,0,神奈川県
6.4,ワンルーム,20.12,南,0,0,木造,2,1,11,306000,0,神奈川県
6.5,ワンルーム,20.12,南,0,0,木造,2,2,11,306000,0,神奈川県
6.6,ワンルーム,21.33,南,0,0,木造,2,2,11,306000,0,神奈川県
6.4,1LDK,45.09,-,0,0,木造,2,1,20,54300,0,神奈川県
6.6,ワンルーム,20.12,南,0,0,木造,2,2,11,306000,0,神奈川県
6.3,ワンルーム,20.1,-,0,1,木造,2,1,4,212000,0,神奈川県
6.5,ワンルーム,20.1,-,0,1,木造,2,2,4,212000,0,神奈川県
6.2,1K,20,南西,3,0,木造,2,2,3,263000,0,神奈川県
6.2,1K,20,南西,3,0,木造,2,1,3,263000,0,神奈川県
6.2,1K,20,-,0,0,木造,3,1,4,255000,0,神奈川県
6.5,1K,20,東,3,0,木造,2,1,15,341000,0,神奈川県
6.3,ワンルーム,20,北西,1,0,木造,2,1,11,324000,0,神奈川県
6.9,1LDK,30.82,西,0,0,木造,2,2,15,98500,0,千葉県
10,ワンルーム,26.18,南,0,0,鉄筋コン,6,4,1,841000,0,神奈川県
6.2,ワンルーム,18.45,北,0,0,木造,2,1,10,257000,0,神奈川県
6.5,ワンルーム,18.45,北,0,0,木造,2,2,10,257000,0,神奈川県
6.2,ワンルーム,19.83,南東,2,0,木造,2,1,5,237000,0,神奈川県
6.2,1K,19.62,-,2,0,木造,3,3,6,186000,0,神奈川県
6.2,1K,18.63,南東,3,1,木造,2,1,8,237000,0,神奈川県
6.3,1K,18.28,-,3,0,木造,2,1,10,268000,0,神奈川県
6.2,1K,18.17,南東,2,0,木造,2,2,6,250000,0,神奈川県
6.3,1K,18.09,南東,2,0,木造,2,2,6,250000,0,神奈川県
6.2,ワンルーム,17.01,西,3,1,木造,2,2,13,325000,0,神奈川県
6.2,1K,17,南東,0,0,木造,2,2,7,275000,0,神奈川県
6.2,1K,16.66,南,3,0,木造,2,2,12,232000,0,神奈川県
6.2,1K,16.66,南,3,1,木造,2,2,12,232000,0,神奈川県
6.4,1K,16.66,南,3,0,木造,2,2,11,232000,0,神奈川県
6.2,1K,16.65,西,2,0,木造,2,2,12,271000,0,神奈川県
6.2,1K,16.56,南東,3,0,木造,2,2,9,290000,0,神奈川県
6.2,1K,16.44,東,3,1,木造,2,2,9,290000,0,神奈川県
6.2,ワンルーム,16.56,-,0,0,木造,2,2,10,202000,0,神奈川県
10.1,ワンルーム,22.11,北,2,0,鉄筋コン,10,3,6,865000,0,神奈川県
6.2,ワンルーム,14.63,南東,1,0,木造,2,2,10,232000,0,神奈川県
6.2,ワンルーム,14.01,北東,0,0,鉄骨,3,1,2,354000,0,神奈川県
6.3,ワンルーム,14.08,北西,0,0,鉄骨,3,1,2,354000,0,神奈川県
6.4,ワンルーム,14.01,北東,0,0,鉄骨,3,2,2,354000,0,神奈川県
6.5,ワンルーム,14.08,北西,0,0,鉄骨,3,2,2,354000,0,神奈川県
6.8,ワンルーム,14.01,北東,0,1,鉄骨,3,3,2,354000,0,神奈川県
6.15,ワンルーム,13.69,東,2,1,木造,2,2,14,241000,0,神奈川県
6.2,ワンルーム,13.66,-,1,0,木造,2,2,17,268000,0,神奈川県
6.3,1LDK,48.91,南,0,0,木造,2,1,3,125000,0,神奈川県
6.5,1LDK,48.91,南,0,0,木造,2,1,3,125000,0,神奈川県
6.3,1LDK,48.45,南西,0,0,木造,2,1,2,114000,0,神奈川県
6.4,1LDK,46.68,南西,0,0,木造,2,1,2,114000,0,神奈川県
6.3,1LDK,37.76,東,3,0,木造,2,1,17,237000,0,神奈川県
6.3,1LDK,35.55,南,3,0,木造,2,1,4,135000,0,神奈川県
6.3,1LDK,35.55,南,3,0,木造,2,1,4,135000,0,神奈川県
6.2,1K,35,南東,2,0,鉄骨,3,2,4,340000,0,神奈川県
7.5,1LDK,41.25,-,2,0,鉄骨,3,2,4,340000,0,神奈川県
10.1,ワンルーム,22.11,北,2,0,鉄筋コン,10,6,6,865000,0,神奈川県
6.25,1K,31.21,南東,1,0,木造,2,1,19,97000,0,神奈川県
6.25,1K,30.8,南西,1,0,木造,2,1,19,97000,0,神奈川県
6.35,1K,31.21,南東,1,0,木造,2,2,19,97000,0,神奈川県
6.35,1K,30.8,南西,1,0,木造,2,1,19,97000,0,神奈川県
6.45,1K,31.21,南東,1,0,木造,2,2,19,97000,0,神奈川県
6.35,ワンルーム,31.21,南東,0,0,木造,2,2,16,97000,0,神奈川県
6.2,1K,26.71,南,3,0,軽量鉄骨,3,1,5,190000,0,神奈川県
6.2,1K,26.25,東,0,0,鉄骨,4,2,1,175000,0,神奈川県
6.2,1K,25.93,東,0,0,鉄骨,4,3,1,175000,0,神奈川県
6.3,1K,26.25,東,0,0,鉄骨,4,3,1,175000,0,神奈川県
6.3,1K,25.93,東,0,0,鉄骨,4,4,1,175000,0,神奈川県
6.4,1K,26.25,東,0,0,鉄骨,4,4,1,175000,0,神奈川県
6.2,1K,24.5,南,3,0,軽量鉄骨,2,2,9,187000,0,神奈川県
6.2,ワンルーム,14.16,北東,3,0,木造,2,2,7,260000,0,神奈川県
6.2,ワンルーム,13.52,西,2,1,木造,2,2,4,278000,0,神奈川県
6.2,ワンルーム,14.41,東,3,0,木造,2,2,1,345000,0,神奈川県
6.2,ワンルーム,14.41,東,2,1,木造,2,2,1,345000,0,神奈川県
6.4,1LDK,46.06,南,2,0,木造,2,1,3,107000,0,神奈川県
10.1,ワンルーム,22.11,北,2,0,鉄筋コン,10,7,6,865000,0,神奈川県
6.4,1LDK,44.95,南,0,0,木造,2,1,5,112000,0,神奈川県
6.4,1LDK,44.95,南,0,0,木造,2,1,5,112000,0,神奈川県
6.4,1LDK,44.95,南,0,0,木造,2,1,5,112000,0,神奈川県
6.3,1LDK,44.16,南,2,0,鉄筋コン,3,2,2,102000,0,神奈川県
6.5,1LDK,44.16,南,2,0,鉄筋コン,3,3,51,102000,0,神奈川県
6.4,1LDK,43.12,南,2,0,木造,2,1,19,107000,0,神奈川県
6.3,1LDK,38.25,南東,1,0,鉄骨,2,1,2,147000,0,神奈川県
6.3,1LDK,38.25,南西,0,0,鉄骨,2,1,2,147000,0,神奈川県
6.3,1LDK,38.25,南東,0,0,軽量鉄骨,2,1,2,147000,0,神奈川県
6.3,1K,35.98,南,2,0,木造,2,2,7,119000,0,神奈川県
6.4,1K,32.94,南東,3,0,木造,2,1,15,200000,0,神奈川県
6.3,1K,32.7,南,0,1,木造,2,1,10,177000,0,神奈川県
6.4,1K,31.04,南,0,1,木造,2,1,10,177000,0,神奈川県
6.5,1SK,34.77,南,0,1,木造,2,1,10,177000,0,神奈川県
6.5,1K,31.04,南,0,1,木造,2,2,10,177000,0,神奈川県
6.6,1SK,34.69,南,0,1,木造,2,2,10,177000,0,神奈川県
6.7,1SK,37.26,南,0,1,木造,2,2,10,177000,0,神奈川県
6.1,1K,31.19,南西,0,0,鉄筋コン,4,1,4,120000,0,神奈川県
10.1,ワンルーム,22.11,北,2,0,鉄筋コン,10,8,6,865000,0,神奈川県
6.3,1K,31.19,南西,0,0,鉄筋コン,4,2,4,120000,0,神奈川県
6.3,1K,31.19,南西,0,0,鉄筋コン,4,2,4,120000,0,神奈川県
6.2,1K,27.53,南,3,0,木造,2,1,8,168000,0,神奈川県
6.5,1K,26.49,南,3,0,木造,2,2,8,168000,0,神奈川県
6.5,1K,27.53,南,3,0,木造,2,2,8,168000,0,神奈川県
