yachin,type,size,hougaku,years,loft,kouzo,all_floor,target_floor,access_minutes,land_price,dummy_ivc,prefecture
5.8,1K,26.49,東,0,0,木造,2,2,14,82500,0,埼玉県
4.3,ワンルーム,8.8,東,1,1,木造,2,2,8,419000,0,東京都
4.2,ワンルーム,13.81,南西,0,0,木造,3,1,5,326000,0,東京都
4.4,ワンルーム,13.81,南西,0,0,木造,3,2,5,326000,0,東京都
4.1,ワンルーム,14.09,東,0,0,木造,3,1,5,326000,0,東京都
4.1,ワンルーム,14.01,西,1,0,木造,3,1,5,326000,0,東京都
4.4,ワンルーム,13.81,南西,0,0,木造,3,1,5,326000,0,東京都
4.5,ワンルーム,14.25,南東,0,0,木造,3,1,5,326000,0,東京都
4.5,ワンルーム,14.09,南東,0,0,木造,3,2,5,326000,0,東京都
4.6,ワンルーム,13.81,北東,0,0,木造,3,2,5,326000,0,東京都
4.7,ワンルーム,15.58,北東,0,0,木造,3,2,5,326000,0,東京都
4.8,ワンルーム,13.81,北東,0,1,木造,3,3,5,326000,0,東京都
4.9,ワンルーム,15.58,北東,0,1,木造,3,3,5,326000,0,東京都
3.99,ワンルーム,11,南,0,1,木造,2,2,15,536000,0,東京都
4.4,1K,12.66,東,3,0,木造,3,2,7,313000,0,東京都
4.6,1K,14.44,南,1,0,木造,3,2,12,286000,0,東京都
4.2,ワンルーム,12.2,南,1,0,木造,3,1,12,286000,0,東京都
5.4,ワンルーム,18.5,南,0,1,木造,2,2,5,328000,0,東京都
3.9,ワンルーム,10.5,南,0,0,木造,2,1,8,328000,0,東京都
4.3,ワンルーム,12.02,北,3,0,木造,3,1,9,730000,0,東京都
5.6,ワンルーム,26.08,南東,3,0,木造,3,1,9,305000,0,埼玉県
4.7,1K,22.4,南,2,0,木造,2,2,23,244000,0,東京都
4.7,1K,21,南西,2,0,木造,2,2,22,244000,0,東京都
4,ワンルーム,16.17,北,0,0,木造,2,1,7,289000,0,東京都
5.3,1K,21.11,西,0,0,木造,2,2,7,289000,0,東京都
5.1,1K,17,南西,0,0,木造,2,2,25,226000,0,東京都
4.9,ワンルーム,15.52,西,1,0,木造,2,1,5,285000,0,東京都
5.2,ワンルーム,20.38,西,1,0,木造,2,2,5,285000,0,東京都
5.7,ワンルーム,18.43,北,0,0,木造,2,2,6,285000,0,東京都
5.1,ワンルーム,15.6,西,0,0,木造,2,2,9,285000,0,東京都
5.4,ワンルーム,16.04,南東,0,0,木造,3,1,3,349000,0,東京都
4.8,ワンルーム,10.3,北西,2,0,木造,2,1,8,321000,0,東京都
4.9,1K,10.11,南西,0,1,木造,2,1,8,465000,0,東京都
4.8,ワンルーム,10.11,北,0,0,木造,2,2,8,465000,0,東京都
4.9,ワンルーム,10.09,南,0,1,木造,2,1,8,465000,0,東京都
4.9,ワンルーム,9.28,東,0,0,木造,2,1,8,308000,0,東京都
5,ワンルーム,10.11,南,0,1,木造,2,1,8,465000,0,東京都
5.3,ワンルーム,10.09,南,0,1,木造,2,2,8,465000,0,東京都
4.9,1K,13.7,南,2,0,木造,3,2,7,757000,0,東京都
5.5,1K,21.21,南西,0,0,木造,2,1,11,148000,0,埼玉県
5.3,ワンルーム,9.28,東,0,1,木造,2,2,8,308000,0,東京都
5.1,1K,22.05,南,0,0,軽量鉄骨,2,1,20,245000,0,東京都
5,1K,17.75,南,2,0,軽量鉄骨,3,2,8,201000,0,東京都
5,ワンルーム,16.61,南西,0,0,木造,2,1,17,226000,0,東京都
5,ワンルーム,14.47,南,0,0,木造,2,1,4,411000,0,東京都
5,ワンルーム,10.86,南西,2,0,木造,2,2,10,409000,0,東京都
4.9,ワンルーム,16.5,東,0,0,木造,2,1,9,521000,0,東京都
5.2,1K,12,-,0,0,木造,2,1,4,521000,0,東京都
5.8,ワンルーム,11,-,0,1,木造,2,2,4,521000,0,東京都
6.1,1K,12,-,0,1,木造,2,2,4,521000,0,東京都
6.2,1K,12,-,0,1,木造,2,2,4,521000,0,東京都
5.1,ワンルーム,13.17,南,0,0,木造,2,1,4,285000,0,東京都
5.7,ワンルーム,14.03,南,0,0,木造,2,2,4,285000,0,東京都
5.1,1K,11,東,0,1,木造,2,1,8,460000,0,東京都
4.9,ワンルーム,12,東,0,1,木造,2,1,4,622000,0,東京都
5.8,ワンルーム,12,東,0,1,木造,2,2,4,622000,0,東京都
4.9,ワンルーム,11,-,0,0,木造,2,1,4,622000,0,東京都
5.1,ワンルーム,9.67,東,0,0,木造,2,1,8,398000,0,東京都
5.6,1K,22,南,1,0,木造,2,1,7,448000,0,埼玉県
5.5,ワンルーム,22.96,東,2,0,木造,2,1,14,124000,0,埼玉県
5.5,ワンルーム,16.48,南,3,0,木造,3,1,4,354000,0,東京都
5.2,ワンルーム,17.93,西,1,0,木造,2,1,17,333000,0,東京都
5.6,ワンルーム,17.31,北,0,0,木造,3,1,10,285000,0,東京都
5.3,ワンルーム,15.72,南,0,0,木造,2,2,4,347000,0,東京都
5.8,ワンルーム,19.37,南,0,0,木造,2,2,4,347000,0,東京都
8.8,2DK,40.1,南,0,0,木造,2,1,4,347000,0,東京都
5.2,ワンルーム,12.88,南西,0,0,木造,2,1,1,730000,0,東京都
5.4,1K,15.96,南西,0,0,木造,2,1,1,730000,0,東京都
5.2,ワンルーム,12.06,北西,2,0,木造,3,1,18,730000,0,東京都
5,1K,12,-,2,0,木造,2,1,8,528000,0,東京都
5.2,ワンルーム,12,南,3,0,木造,2,1,4,760000,0,東京都
5.2,ワンルーム,11,南,2,0,木造,2,1,4,760000,0,東京都
5.2,ワンルーム,11.28,-,2,1,木造,2,1,4,567000,0,東京都
5.5,ワンルーム,11,南,0,0,木造,3,1,9,394000,0,東京都
5.5,ワンルーム,10.69,南,0,0,木造,3,1,9,394000,0,東京都
5.8,ワンルーム,12.07,南,0,0,木造,3,2,9,394000,0,東京都
5.8,ワンルーム,11.44,南,0,0,木造,3,2,9,394000,0,東京都
6.3,ワンルーム,11,南,0,1,木造,3,3,9,394000,0,東京都
5.7,ワンルーム,11,-,1,0,木造,3,2,9,394000,0,東京都
5.8,ワンルーム,10.21,南東,0,1,木造,2,2,7,532000,0,東京都
5.3,ワンルーム,13.63,南,2,0,木造,3,1,10,361000,0,東京都
6.2,ワンルーム,23.25,-,0,0,鉄骨,3,1,26,216000,0,東京都
6.3,ワンルーム,21.75,北,0,0,鉄骨,3,3,23,216000,0,東京都
6.4,ワンルーム,23.25,東,0,0,鉄骨,3,2,23,216000,0,東京都
5.4,1K,21,南,2,0,木造,2,2,12,282000,0,東京都
5.6,ワンルーム,16.42,西,3,0,木造,2,2,25,288000,0,東京都
5.4,ワンルーム,15.74,北東,2,1,木造,2,2,8,321000,0,東京都
5.4,ワンルーム,12,北東,2,1,木造,2,1,6,460000,0,東京都
5.5,ワンルーム,12,北東,2,1,木造,2,1,6,460000,0,東京都
5.6,ワンルーム,14.08,-,3,0,木造,2,2,11,288000,0,東京都
5.4,ワンルーム,13.51,西,1,0,木造,3,1,7,338000,0,東京都
5.4,ワンルーム,12.58,東,0,0,木造,2,2,8,398000,0,東京都
5.4,ワンルーム,12.58,東,3,1,木造,2,2,8,398000,0,東京都
5.4,ワンルーム,12,東,2,0,木造,2,1,6,473000,0,東京都
5.4,ワンルーム,11,北東,2,0,木造,2,1,6,460000,0,東京都
5.5,1K,12,-,2,0,木造,2,1,6,460000,0,東京都
5.3,1K,23.18,南西,0,0,木造,2,1,8,135000,0,千葉県
5.8,1LDK,45.89,南東,0,0,木造,2,1,20,74800,0,埼玉県
5.5,1K,20.97,南,2,0,木造,3,1,9,247000,0,東京都
6.4,1K,25.23,西,0,0,木造,3,2,17,300000,0,東京都
5.8,1K,20,北西,3,0,木造,3,1,10,400000,0,東京都
5.5,1K,19.21,西,3,0,木造,2,1,12,324000,0,東京都
5.5,ワンルーム,19.13,北東,0,0,木造,3,1,3,411000,0,東京都
5.6,ワンルーム,19.13,北東,0,0,木造,3,1,3,411000,0,東京都
5.7,ワンルーム,19.13,北東,0,0,木造,3,2,3,411000,0,東京都
5.9,ワンルーム,19.13,北東,0,0,木造,3,2,3,411000,0,東京都
5.3,ワンルーム,18.14,-,3,0,木造,2,1,7,351000,0,東京都
5.5,ワンルーム,18.07,-,0,0,木造,3,1,5,326000,0,東京都
5.8,ワンルーム,18.22,-,0,0,木造,3,2,5,326000,0,東京都
6,ワンルーム,18.07,-,0,0,木造,3,3,5,326000,0,東京都
5.5,1K,16.56,南東,0,0,木造,2,1,10,444000,0,東京都
5.8,1K,16.56,南東,0,1,木造,2,2,10,444000,0,東京都
6,ワンルーム,16.19,北,1,0,木造,2,2,9,357000,0,東京都
6.1,ワンルーム,16.12,北,1,0,木造,2,2,9,357000,0,東京都
5.7,ワンルーム,15.34,南西,2,0,木造,2,2,13,339000,0,東京都
5.9,ワンルーム,16.66,南西,2,0,木造,2,2,13,339000,0,東京都
5.6,1DK,40.08,南,2,0,木造,2,1,7,45400,0,埼玉県
5.6,ワンルーム,12.59,南西,0,0,木造,2,1,6,470000,0,東京都
5.6,ワンルーム,11.9,南西,0,0,木造,2,1,6,470000,0,東京都
5.7,ワンルーム,11.96,南西,0,0,木造,2,1,6,470000,0,東京都
5.9,ワンルーム,16.02,南西,0,0,木造,2,2,6,470000,0,東京都
6,ワンルーム,17.44,南西,0,0,木造,2,2,6,470000,0,東京都
6,ワンルーム,16.02,南西,0,0,木造,2,2,6,470000,0,東京都
6.1,ワンルーム,19.69,南西,0,0,木造,2,2,6,470000,0,東京都
5.5,ワンルーム,9.94,南西,1,0,木造,2,1,6,470000,0,東京都
5.6,ワンルーム,9.94,南西,1,0,木造,2,1,6,470000,0,東京都
5.9,ワンルーム,11.91,南西,1,0,木造,2,2,6,470000,0,東京都
6,ワンルーム,11.91,南西,1,0,木造,2,2,6,470000,0,東京都
5.5,ワンルーム,9.77,北西,3,0,木造,2,1,7,751000,0,東京都
6.2,ワンルーム,11,南,2,1,木造,2,2,6,751000,0,東京都
5.6,1K,24.4,北,2,0,木造,2,1,10,288000,0,東京都
5.6,1K,20.52,南,0,0,木造,2,1,8,282000,0,東京都
5.6,1K,20.52,南,0,0,木造,2,2,8,282000,0,東京都
5.9,1K,20.52,南,0,0,木造,2,2,8,282000,0,東京都
6,1K,20.52,南,0,0,木造,2,2,8,282000,0,東京都
5.6,ワンルーム,9.99,南,1,0,木造,2,1,14,683000,0,東京都
9,1DK,40.02,北西,2,0,木造,2,2,11,353000,0,東京都
5.6,1K,20.01,南西,2,0,木造,2,1,10,353000,0,東京都
5.6,1K,19.04,南西,1,0,木造,2,1,7,288000,0,東京都
5.7,ワンルーム,16.09,西,0,0,木造,2,1,11,256000,0,東京都
5.4,ワンルーム,15.71,北東,1,0,木造,3,1,9,288000,0,東京都
5.7,ワンルーム,15.29,北東,0,1,木造,2,2,9,611000,0,東京都
6.3,1K,21.07,南東,0,0,木造,2,1,9,611000,0,東京都
5.6,ワンルーム,12.84,東,0,0,木造,2,1,5,408000,0,東京都
5.6,ワンルーム,12.84,南西,0,0,木造,2,1,16,408000,0,東京都
5.6,ワンルーム,9.89,南,3,1,木造,2,2,5,617000,0,東京都
5.6,ワンルーム,9.88,南,3,1,木造,2,2,5,617000,0,東京都
5.6,1K,10.01,南東,0,0,木造,2,1,10,567000,0,東京都
5.8,1K,10.01,南東,0,0,木造,2,2,10,567000,0,東京都
5.6,ワンルーム,10.01,-,0,1,木造,2,1,4,567000,0,東京都
5.7,ワンルーム,10.01,-,0,1,木造,2,1,4,567000,0,東京都
5.75,ワンルーム,10.01,南東,0,1,木造,2,1,4,567000,0,東京都
5.8,ワンルーム,10.01,-,0,1,木造,2,2,4,567000,0,東京都
5.9,ワンルーム,10.01,-,0,1,木造,2,2,4,567000,0,東京都
5.85,1K,30.27,南東,3,0,軽量鉄骨,3,3,8,106000,0,埼玉県
5.7,1DK,29.97,南,0,0,木造,2,1,1,197000,0,東京都
5.8,1DK,33.31,南,0,0,木造,2,2,1,197000,0,東京都
5.8,1DK,29.97,南,0,0,木造,2,1,1,197000,0,東京都
5.85,1DK,33.31,南,0,0,木造,2,2,1,197000,0,東京都
5.95,1DK,33.31,南,0,0,木造,2,2,1,197000,0,東京都
6,1K,29.72,西,3,0,木造,2,1,18,247000,0,東京都
5.7,1K,19.7,西,1,0,木造,3,1,7,216000,0,東京都
5.8,1K,20.02,西,0,0,木造,3,1,6,216000,0,東京都
5.8,1K,19.65,西,1,0,木造,3,1,7,216000,0,東京都
5.9,1K,18.79,西,1,0,木造,3,2,7,216000,0,東京都
6,1K,18.77,西,0,0,木造,3,2,6,216000,0,東京都
6,1K,18.24,西,0,0,木造,3,2,6,216000,0,東京都
6,1K,18.24,西,1,0,木造,3,2,7,216000,0,東京都
5.8,ワンルーム,16.56,西,2,0,木造,2,1,3,310000,0,東京都
5.8,ワンルーム,15.12,北,2,0,木造,3,3,4,383000,0,東京都
5.8,ワンルーム,15.03,北東,1,0,木造,2,1,9,1090000,0,東京都
5.9,ワンルーム,13.55,北東,1,0,木造,2,1,9,1090000,0,東京都
6.2,ワンルーム,17.31,北東,1,1,木造,2,2,9,1090000,0,東京都
6.3,ワンルーム,18.75,北東,1,1,木造,2,2,9,1090000,0,東京都
5.95,ワンルーム,11.61,南,0,1,木造,2,1,9,401000,0,東京都
5.4,1LDK,42.59,東,0,0,木造,3,2,5,22900,0,千葉県
6.1,ワンルーム,16.22,北東,1,1,木造,2,2,9,1090000,0,東京都
6.2,ワンルーム,16.22,北東,1,1,木造,2,2,9,1090000,0,東京都
5.7,ワンルーム,11.95,-,0,0,木造,2,1,59,393000,0,東京都
6.05,ワンルーム,14.87,-,2,1,木造,2,1,10,548000,0,東京都
6.25,ワンルーム,9.9,-,2,0,木造,2,2,10,548000,0,東京都
5.7,ワンルーム,10.12,-,0,1,木造,2,1,8,681000,0,東京都
5.8,ワンルーム,10.01,-,0,1,木造,2,1,8,681000,0,東京都
5.9,ワンルーム,10.12,-,0,1,木造,2,2,8,681000,0,東京都
6,ワンルーム,10.01,-,0,1,木造,2,2,8,681000,0,東京都
6.1,ワンルーム,10.12,-,0,1,木造,2,2,8,681000,0,東京都
5.8,2K,31.65,南,3,0,木造,3,1,3,180000,0,東京都
6.4,1K,22.03,西,0,0,木造,2,2,2,191000,0,東京都
6.5,1K,22.03,西,0,0,木造,2,2,2,191000,0,東京都
5.9,1K,20.89,北,1,0,木造,3,1,6,415000,0,東京都
6,1K,20.16,北,1,0,木造,3,3,6,415000,0,東京都
6,1K,19.8,西,2,1,木造,2,2,4,246000,0,東京都
6.2,1K,18.45,南,0,0,木造,2,1,8,500000,0,東京都
5.7,ワンルーム,13.76,北東,1,0,木造,2,1,9,1090000,0,東京都
5.95,ワンルーム,30.27,南東,3,0,軽量鉄骨,3,2,8,106000,0,埼玉県
6.3,ワンルーム,22.47,南西,0,0,木造,2,2,6,533000,0,東京都
6.5,ワンルーム,22.47,南西,0,1,木造,2,2,6,533000,0,東京都
6.7,ワンルーム,26.05,北東,0,0,木造,2,2,6,533000,0,東京都
8,1SK,20.16,北東,0,0,木造,3,3,13,469000,0,東京都
5.8,ワンルーム,16.15,東,2,0,木造,2,1,20,314000,0,東京都
6,ワンルーム,16.09,北,0,0,木造,2,2,10,357000,0,東京都
6.1,ワンルーム,16.09,北,0,0,木造,2,2,10,357000,0,東京都
6.1,1K,15.94,南東,1,0,木造,2,1,15,505000,0,東京都
6.5,ワンルーム,13.66,南東,0,0,木造,2,1,20,505000,0,東京都
5.75,1K,12.74,西,3,1,木造,2,1,9,427000,0,東京都
5.75,1K,12.74,西,3,1,木造,2,1,13,427000,0,東京都
5.75,ワンルーム,11.8,東,1,0,木造,2,1,9,401000,0,東京都
6,ワンルーム,11.05,南,0,1,木造,2,2,9,401000,0,東京都
5.75,ワンルーム,11.04,西,0,1,木造,2,1,7,421000,0,東京都
5.85,ワンルーム,11.04,西,0,1,木造,2,2,7,421000,0,東京都
5.85,ワンルーム,11.04,西,0,1,木造,2,1,7,421000,0,東京都
5.95,ワンルーム,11.04,西,0,1,木造,2,2,7,421000,0,東京都
6.05,ワンルーム,12.88,西,0,1,木造,2,1,7,421000,0,東京都
5.34,ワンルーム,30.27,南東,3,0,軽量鉄骨,3,1,8,106000,0,埼玉県
6,1K,23.76,-,0,0,木造,2,1,14,289000,0,東京都
7.5,1K,35.64,-,0,0,木造,2,1,14,289000,0,東京都
5.9,ワンルーム,19.76,南西,1,0,木造,2,1,7,411000,0,東京都
5.9,1K,17.64,南西,0,0,木造,3,1,6,326000,0,東京都
6,ワンルーム,17.2,西,1,0,木造,2,1,4,354000,0,東京都
5.9,1K,14.6,東,0,0,木造,2,1,8,498000,0,東京都
5.9,ワンルーム,14.6,南,0,0,木造,2,1,9,498000,0,東京都
5.9,ワンルーム,14.29,西,0,0,木造,2,1,9,498000,0,東京都
6.7,ワンルーム,19.83,南,0,0,木造,2,2,9,498000,0,東京都
6.7,ワンルーム,19.52,南,0,0,木造,2,2,9,498000,0,東京都
6,1K,26.09,南東,0,0,木造,2,1,11,243000,0,東京都
6.1,1K,26.09,南東,0,0,木造,2,1,11,243000,0,東京都
6.4,1K,26.09,南東,0,0,木造,2,2,11,243000,0,東京都
6.5,1K,26.09,南東,0,0,木造,2,2,11,243000,0,東京都
6,1K,24.84,東,0,0,木造,3,1,6,324000,0,東京都
6.1,1K,24.84,東,0,0,木造,3,1,6,324000,0,東京都
6.3,1K,24.84,東,0,0,木造,3,2,6,324000,0,東京都
6.4,1K,24.84,東,0,0,木造,3,2,6,324000,0,東京都
6.4,1K,24.84,東,0,0,木造,3,3,6,324000,0,東京都
7.6,1LDK,32.3,北,2,0,軽量鉄骨,3,1,8,255000,0,東京都
5.9,1LDK,40.49,南東,1,0,木造,2,2,11,65900,0,埼玉県
6.3,1K,20.88,東,3,0,木造,2,1,9,353000,0,東京都
6,1K,16.98,南東,3,1,木造,2,2,2,592000,0,東京都
6.1,ワンルーム,16.99,南,0,1,木造,2,1,10,680000,0,東京都
6.5,ワンルーム,17.06,南,0,1,木造,2,2,10,680000,0,東京都
6.3,ワンルーム,16.38,-,0,0,木造,3,1,1,359000,0,東京都
6,ワンルーム,15.94,南,0,0,木造,2,1,6,322000,0,東京都
6.1,ワンルーム,15.94,南,0,0,木造,2,1,7,322000,0,東京都
6.2,ワンルーム,15.94,南,0,0,木造,2,2,6,322000,0,東京都
6.2,ワンルーム,15.94,南,0,0,木造,2,1,7,322000,0,東京都
6.3,ワンルーム,15.94,南,0,0,木造,2,1,7,322000,0,東京都
6.3,ワンルーム,15.94,南,0,0,木造,2,2,7,322000,0,東京都
6,ワンルーム,15.2,南,0,1,木造,2,1,10,841000,0,東京都
6.3,1K,12.42,南,0,0,木造,2,2,13,524000,0,東京都
5.95,ワンルーム,11.89,東,2,1,木造,2,1,11,427000,0,東京都
5.95,1K,10.26,-,0,1,木造,2,1,4,622000,0,東京都
6.05,1K,10.21,-,0,1,木造,2,1,4,622000,0,東京都
6.1,1K,11.39,-,0,1,木造,2,1,4,622000,0,東京都
6.2,1K,10.21,-,0,1,木造,2,2,4,622000,0,東京都
6.25,1K,11.39,-,0,1,木造,2,2,4,622000,0,東京都
5.6,1LDK,36.41,南東,0,0,木造,2,1,20,57000,0,埼玉県
5.95,ワンルーム,9.99,-,1,1,木造,2,2,3,535000,0,東京都
6.1,ワンルーム,16.53,南,0,0,木造,3,3,11,368000,0,東京都
6.1,1K,15.39,南,0,0,木造,3,3,11,368000,0,東京都
6.5,1K,21.33,南,0,0,木造,3,2,11,368000,0,東京都
6.7,1K,21.33,南,0,0,木造,3,3,11,368000,0,東京都
6.05,ワンルーム,11.04,東,0,1,木造,2,1,10,401000,0,東京都
6.1,ワンルーム,11.52,南,0,1,木造,2,1,10,401000,0,東京都
6.15,ワンルーム,11.04,東,0,1,木造,2,2,10,401000,0,東京都
6.2,ワンルーム,11.52,南,0,1,木造,2,2,10,401000,0,東京都
6.1,1K,24.79,南,0,0,木造,2,1,9,271000,0,東京都
6.2,1K,24.79,南,0,0,木造,2,1,9,271000,0,東京都
6.4,1K,24.79,南,0,0,木造,2,2,9,271000,0,東京都
6.5,1K,24.79,南,0,0,木造,2,2,9,271000,0,東京都
6.7,1K,25.07,北,0,0,木造,2,1,9,271000,0,東京都
6.9,1K,25.07,北,0,0,木造,2,2,9,271000,0,東京都
5.9,1K,19.4,南,2,0,木造,2,1,7,381000,0,東京都
8.85,1LDK,41.15,-,0,0,軽量鉄骨,3,2,18,132000,0,千葉県
5.9,1DK,29,北東,0,0,木造,2,1,19,191000,0,埼玉県
6.2,ワンルーム,17.8,南,0,0,木造,2,2,7,479000,0,東京都
6.3,ワンルーム,19.2,南,0,0,木造,2,1,7,479000,0,東京都
6.4,ワンルーム,15.3,南,0,0,木造,2,2,7,479000,0,東京都
6.1,1K,17.04,南東,3,1,木造,1,1,12,359000,0,東京都
6.1,1K,17.07,南西,3,1,木造,2,1,12,794000,0,東京都
6.2,1K,16.67,-,3,0,木造,2,1,8,460000,0,東京都
6.5,1K,15.94,南東,0,0,木造,2,2,15,561000,0,東京都
6.1,ワンルーム,15.42,-,0,0,木造,2,1,5,506000,0,東京都
6.7,ワンルーム,15.42,-,0,0,木造,2,2,5,506000,0,東京都
7.3,ワンルーム,23.2,南,0,0,木造,2,1,5,506000,0,東京都
5.9,ワンルーム,15.26,-,0,0,木造,3,3,6,246000,0,東京都
6.25,ワンルーム,9.9,東,2,0,木造,2,2,10,548000,0,東京都
6.5,ワンルーム,13.92,西,2,0,木造,2,1,12,454000,0,東京都
6,ワンルーム,14.08,-,2,0,木造,2,1,14,454000,0,東京都
6.1,ワンルーム,12.64,-,2,0,木造,2,1,14,454000,0,東京都
6.3,ワンルーム,12.37,-,2,0,木造,2,2,14,454000,0,東京都
6.1,ワンルーム,9.32,-,3,1,木造,2,2,8,603000,0,東京都
6.25,ワンルーム,10.23,-,2,1,木造,2,2,15,548000,0,東京都
6.4,1K,21.11,西,2,0,木造,3,3,13,344000,0,東京都
6,ワンルーム,12.42,南,0,0,木造,2,1,14,524000,0,東京都
6.2,1K,19.45,東,0,0,木造,2,1,5,360000,0,東京都
6.4,1K,19.45,東,0,0,木造,2,2,5,360000,0,東京都
6.5,1K,22.6,東,0,0,木造,2,2,5,360000,0,東京都
6.5,1K,19.45,-,0,0,木造,2,2,5,360000,0,東京都
7.3,ワンルーム,16.24,東,0,1,木造,2,2,5,1040000,0,東京都
6.2,1K,17.74,北,0,0,軽量鉄骨,3,1,3,341000,0,東京都
6.4,ワンルーム,20.47,北,0,0,軽量鉄骨,3,1,3,341000,0,東京都
6.2,ワンルーム,17.67,南東,0,0,木造,3,1,7,351000,0,東京都
6.3,ワンルーム,20.02,-,0,0,木造,3,1,6,351000,0,東京都
6.4,ワンルーム,20.05,-,0,0,木造,3,1,6,351000,0,東京都
6.4,1K,20.02,北東,0,0,木造,3,1,7,351000,0,東京都
6.5,ワンルーム,22.14,-,0,0,木造,3,2,6,351000,0,東京都
6.5,ワンルーム,20.16,-,0,0,木造,3,1,6,351000,0,東京都
6.5,ワンルーム,20.08,-,0,0,木造,3,1,6,351000,0,東京都
6.7,ワンルーム,22.33,-,0,0,木造,3,2,7,351000,0,東京都
6.8,ワンルーム,24.62,北東,0,0,木造,3,2,7,351000,0,東京都
6.8,ワンルーム,24.35,-,0,0,木造,3,2,6,351000,0,東京都
6.8,ワンルーム,23.49,-,0,0,木造,3,2,6,351000,0,東京都
5.6,1LDK,32.4,-,0,0,木造,2,1,10,102000,0,埼玉県
6.8,1K,21.62,北東,0,0,木造,3,3,7,351000,0,東京都
8.4,1SLDK,56.65,南東,0,0,鉄骨,3,3,9,106000,0,埼玉県
7,ワンルーム,21.81,北東,0,0,木造,3,3,7,351000,0,東京都
9.8,1LDK,39.73,南,0,0,木造,3,3,7,351000,0,東京都
9.9,1LDK,39.45,南,0,0,木造,3,3,7,351000,0,東京都
9.8,1LDK,39.45,北,0,0,木造,3,3,7,351000,0,東京都
6.5,ワンルーム,17,東,0,0,木造,3,1,8,506000,0,東京都
6.3,1K,16.13,南,1,0,木造,3,1,6,1260000,0,東京都
6.2,ワンルーム,12,西,2,1,木造,2,2,14,706000,0,東京都
6.2,ワンルーム,12,南,3,1,木造,2,2,9,751000,0,東京都
6.2,1K,12,-,2,1,木造,2,2,14,706000,0,東京都
6.2,ワンルーム,11,西,2,1,木造,2,2,14,706000,0,東京都
6.2,ワンルーム,11.61,東,0,0,木造,2,2,10,470000,0,東京都
6.15,1K,10.6,-,1,0,木造,2,1,4,578000,0,東京都
6.15,ワンルーム,10.6,西,0,1,木造,2,1,5,578000,0,東京都
6.15,ワンルーム,10.26,北東,0,1,木造,2,2,4,622000,0,東京都
6.2,ワンルーム,10.21,北東,0,1,木造,2,2,4,622000,0,東京都
6.25,ワンルーム,11.39,北東,0,1,木造,2,2,4,622000,0,東京都
6.2,ワンルーム,9.78,-,3,1,木造,2,1,3,427000,0,東京都
8.5,1SLDK,54.65,南東,1,0,鉄骨,3,3,9,106000,0,埼玉県
6.3,1K,10.42,-,0,0,木造,2,2,8,540000,0,東京都
6.2,ワンルーム,10.26,-,0,1,木造,2,1,8,540000,0,東京都
6.25,ワンルーム,10.26,-,0,1,木造,2,1,8,540000,0,東京都
6.25,ワンルーム,10.21,-,0,1,木造,2,1,8,540000,0,東京都
6.3,ワンルーム,10.26,-,0,1,木造,2,2,8,540000,0,東京都
6.35,ワンルーム,10.26,-,0,1,木造,2,2,8,540000,0,東京都
6.35,ワンルーム,10.21,-,0,1,木造,2,2,8,540000,0,東京都
6.4,ワンルーム,11.39,南,0,1,木造,2,2,8,540000,0,東京都
6.3,1K,23.04,西,0,0,軽量鉄骨,3,1,8,319000,0,東京都
6.3,1K,22.93,北,0,0,木造,3,3,4,411000,0,東京都
6.3,1K,20.42,南西,1,0,木造,3,2,2,311000,0,東京都
6.2,ワンルーム,21.72,北,0,1,木造,2,2,12,383000,0,東京都
6.4,ワンルーム,21.66,南東,0,1,木造,2,2,12,383000,0,東京都
6.3,ワンルーム,19.5,南東,0,0,木造,2,1,5,322000,0,東京都
6.4,ワンルーム,18.72,南,0,0,木造,2,1,5,322000,0,東京都
6.4,ワンルーム,18.63,南,0,0,木造,2,1,5,322000,0,東京都
6.9,ワンルーム,18.72,南,0,1,木造,2,2,5,322000,0,東京都
6.9,ワンルーム,18.63,南,0,1,木造,2,2,5,322000,0,東京都
6.6,ワンルーム,13.8,北東,0,0,木造,2,1,4,703000,0,東京都
6.7,ワンルーム,20.16,-,0,0,木造,3,2,14,513000,0,東京都
6.7,ワンルーム,20.16,-,0,0,木造,3,1,14,513000,0,東京都
6.3,ワンルーム,18.5,東,0,0,木造,2,1,14,513000,0,東京都
6.5,ワンルーム,18.05,-,0,0,木造,3,1,15,513000,0,東京都
6.6,ワンルーム,18.5,東,0,0,木造,2,1,14,513000,0,東京都
6.7,ワンルーム,20.16,東,0,0,木造,2,1,14,513000,0,東京都
6.7,ワンルーム,20.16,東,0,0,木造,2,2,14,513000,0,東京都
6.4,ワンルーム,18.42,南,3,0,木造,2,1,6,471000,0,東京都
6.3,1K,17.44,北西,3,1,木造,2,1,9,300000,0,東京都
6.6,ワンルーム,15.75,-,1,0,木造,2,2,6,351000,0,東京都
6.25,ワンルーム,12.46,東,0,1,木造,2,2,5,993000,0,東京都
6.3,ワンルーム,11.7,南,1,1,木造,2,1,6,1090000,0,東京都
6.3,ワンルーム,11.7,南,1,1,木造,2,2,8,1090000,0,東京都
6.3,ワンルーム,11.6,南,3,1,木造,2,2,7,540000,0,東京都
6.25,1K,10.99,西,0,1,木造,2,1,10,548000,0,東京都
6.25,ワンルーム,10.62,-,0,1,木造,2,1,10,548000,0,東京都
